country,original_title,genre,avg_vote,votes,budget,worlwide_gross_income,year
USA,Arlo: The Burping Pig,Family,4.2,104,"$1,000,000.00","$4,539.00",2016
USA,A Boy Called Po,Drama,6.6,764,"$500,000.00","$4,550.00",2016
UK,How to Stop Being a Loser,Comedy,4.8,662,"$1,000,000.00","$4,556.00",2011
USA,Hit List,Action,5.6,476,"$1,500,000.00","$4,564.00",1989
Indonesia,Dead Time: Kala,Crime,7,875,"$600,000.00","$4,586.00",2007
USA,Along the Roadside,Comedy,6.7,409,"$250,000.00","$4,586.00",2013
UK,A Taste of Honey,Drama,7.5,4744,"$121,602.00","$4,597.00",1961
India,Kavaludaari,Drama,8,1707,"$28,000,000.00","$4,629.00",2019
UK,Lolita,Crime,7.6,90641,"$2,000,000.00","$4,631.00",1962
Turkey,Nefesim Kesilene Kadar,Drama,6.3,510, $-   ,"$4,631.00",2015
Philippines,Goodbye America,Action,5,266,"$75,000,000.00","$4,635.00",1997
West Germany,Der Tiger von Eschnapur,Adventure,6.7,2302,"$4,000,000.00","$4,673.00",1959
West Germany,Das indische Grabmal,Adventure,6.7,2109,"$20,000,000.00","$4,673.00",1959
France,La fiancée du pirate,Comedy,7,538,"$450,000.00","$4,692.00",1969
China,Huang jin da jie an,Drama,5.9,566,"$5,000,000.00","$4,745.00",2012
Belgium,Le sac de farine,Drama,6.6,144,"$2,000,000.00","$4,751.00",2012
UK,Ivan and the Dogs,Drama,6.7,146,"$500,000.00","$4,767.00",2017
India,Ottam,Drama,7.4,494,"$4,000,000.00","$4,791.00",2019
France,Cendres et sang,Drama,6.1,146,"$3,000,000.00","$4,797.00",2009
USA,Stretch,Comedy,6.5,28501,"$5,000,000.00","$4,833.00",2014
USA,The Unknown,Drama,7.8,6992,"$217,000.00","$4,841.00",1927
Malaysia,Mukhsin,Comedy,7.2,300,"$1,100,000.00","$4,854.00",2006
Canada,Nô,Drama,7,417,"$1,500,000.00","$4,868.00",1998
Germany,Tore tanzt,Crime,6.9,1372,"$470,000.00","$4,870.00",2013
Mexico,Año uña,Drama,6.9,395,"$8,000.00","$4,882.00",2007
Spain,Vulcania,Thriller,4.9,205,"$700,000.00","$4,901.00",2015
Canada,Guide de la petite vengeance,Comedy,6.3,282,"$7,100,000.00","$4,921.00",2006
Czech Republic,Blízko nebe,Comedy,4.7,114,"$1,000,000.00","$4,928.00",2005
Switzerland,Ryna,Drama,7,450,"$1,000,000.00","$4,952.00",2005
Portugal,Morrer Como Um Homem,Drama,6.4,972,"$240,000.00","$4,955.00",2009
USA,Swing Time,Comedy,7.6,11998,"$886,000.00","$4,961.00",1936
USA,sxtape,Horror,3.3,1781,"$600,000.00","$4,961.00",2013
Turkey,Güvercin,Drama,6.3,427,"$300,000.00","$4,988.00",2018
India,Aadukalam,Action,8.1,4540,"$200,000,000.00","$4,997.00",2011
USA,Newlyweds,Comedy,6.3,1517,"$9,000.00","$5,000.00",2011
UK,The Garden,Drama,6.5,776,"$380,000.00","$5,006.00",1990
USA,The Texture of Falling,Drama,6.8,1388,"$200,000.00","$5,010.00",2018
Norway,The Sleepwalker,Drama,4.9,672,"$1,100,000.00","$5,012.00",2014
USA,Notes on an Appearance,Drama,5.5,143,"$30,000.00","$5,065.00",2018
USA,The Left Handed Gun,Western,6.5,3743,"$700,000.00","$5,066.00",1958
USA,Tanner Hall,Drama,5.8,3299,"$3,000,000.00","$5,073.00",2009
USA,2307: Winter's Dream,Sci-Fi,3.8,1480,"$1,200,000.00","$5,078.00",2016
USA,Crimewave,Comedy,5.7,5036,"$3,000,000.00","$5,101.00",1985
USA,The Strip,Comedy,7.2,128,"$1,200,000.00","$5,107.00",2009
Malaysia,Flower in the Pocket,Comedy,6.4,170,"$150,000.00","$5,109.00",2007
USA,In the Absence of Good Men,Action,4.4,1339,"$5,000,000.00","$5,124.00",2017
USA,Turn the River,Drama,5.8,1704,"$500,000.00","$5,149.00",2007
USA,100 Acres of Hell,Action,2.8,180,"$65,000.00","$5,152.00",2019
Belgium,Je te survivrai,Comedy,5.9,285,"$2,000,000.00","$5,162.00",2014
Hungary,Liliom ösvény,Drama,6,123,"$350,000,000.00","$5,208.00",2016
Romania,Întâlniri încrucisate,Drama,6.1,117,"$570,000.00","$5,237.00",2008
USA,Paths of Glory,Drama,8.4,172671,"$935,000.00","$5,252.00",1957
UK,The Silent Storm,Drama,5.1,362,"$5,000,000.00","$5,260.00",2014
USA,Say Uncle,Comedy,5.5,628,"$650,000.00","$5,361.00",2005
Ireland,Charlie Casanova,Crime,5.3,367,$937.00,"$5,401.00",2011
Luxembourg,Brudermord,Drama,6.7,285,"$1,500,000.00","$5,428.00",2005
USA,Dragonwyck,Drama,7,3653,"$1,900,000.00","$5,434.00",1946
USA,Streets of Legend,Action,2.5,287,"$1,200,000.00","$5,471.00",2003
UK,Caravaggio,Biography,6.6,5170,"$450,000.00","$5,478.00",1986
USA,The First $20 Million Is Always the Hardest,Comedy,5.6,3019,"$17,000,000.00","$5,491.00",2002
Italy,The Nest (Il nido),Horror,5.6,783,"$1,300,000.00","$5,504.00",2019
Peru,Icaros: A Vision,Drama,6,171,"$600,000.00","$5,510.00",2016
USA,The Living,Crime,6.1,1999,"$500,000.00","$5,514.00",2014
Argentina,Mater,Drama,4.6,177,"$600,000.00","$5,519.00",2017
Latvia,Melanijas hronika,Biography,7.4,726,"$705,000.00","$5,527.00",2016
USA,White Heat,Action,8.1,28955,"$1,300,000.00","$5,534.00",1949
UK,Matriarch,Horror,5.4,2896,"$45,000.00","$5,535.00",2018
USA,Kid Cannabis,Biography,6.4,9344,"$5,000,000.00","$5,565.00",2014
USA,The Russian Bride,Horror,5.3,2424,"$500,000.00","$5,595.00",2019
Serbia,Praktican vodic kroz Beograd sa pevanjem i plakanjem,Comedy,6.5,158,"$1,265,000.00","$5,630.00",2011
Italy,The Music Box,Horror,4.1,627,"$437,000.00","$5,642.00",2018
USA,Knife Fight,Drama,5.1,1339,"$7,000,000.00","$5,661.00",2012
Germany,Knockin' on Heaven's Door,Action,8,27031,"$4,300,000.00","$5,710.00",1997
Argentina,A Trip to the Moon,Adventure,5.9,115,"$400,000.00","$5,731.00",2017
Turkey,Kiraz Mevsimi,Drama,5.9,374,$100.00,"$5,732.00",2018
Kazakhstan,Baksy,Drama,6.7,202,"$1,500,000.00","$5,747.00",2008
Nigeria,Black November,Action,5.3,534,"$7,500,000.00","$5,782.00",2012
Canada,Emile,Drama,6.4,691,"$3,000,000.00","$5,799.00",2003
Puerto Rico,Speed Kills,Action,4.2,2456,"$15,000,000.00","$5,812.00",2018
Iceland,Djöflaeyjan,Comedy,7.2,981,"$200,000,000.00","$5,814.00",1996
Romania,Schimb valutar,Drama,7.2,349,"$500,000.00","$5,830.00",2008
UK,U.F.O.,Comedy,3.1,3274,"$2,500,000.00","$5,848.00",2012
USA,BuzzKill,Comedy,4.5,183,"$1,000,000.00","$5,860.00",2012
UK,Dead Man's Cards,Action,5.5,571,"$500,000.00","$5,870.00",2006
Czech Republic,Domestik,Drama,6.4,129,"$250,000.00","$5,871.00",2018
France,The Vagrant,Comedy,5.9,1300,"$9,500,000.00","$5,900.00",1992
USA,The Time Machine,Adventure,7.6,35438,"$750,000.00","$5,902.00",1960
USA,Cavemen,Comedy,5.3,4302,"$1,200,000.00","$5,948.00",2013
Australia,Road Train,Horror,3.8,3514,"$1,000,000.00","$5,964.00",2010
USA,Sorcerer,Adventure,7.7,17202,"$22,000,000.00","$5,972.00",1977
Philippines,Quezon's Game,Drama,7.5,117,"$500,000.00","$5,986.00",2018
India,Raatchasi,Drama,7.3,774,"$1,000,000.00","$5,987.00",2019
India,Mumbai Mirror,Action,5.1,110,"$2,671,993.00","$5,988.00",2013
USA,Love Object,Drama,6.3,3365,"$1,000,000.00","$6,028.00",2003
UK,Blowup,Drama,7.6,55097,"$1,800,000.00","$6,066.00",1966
Nigeria,Last Flight to Abuja,Action,4.7,252,"$320,000.00","$6,083.00",2012
Puerto Rico,Los condenados,Drama,5.5,236,"$1,500,000.00","$6,090.00",2012
Romania,Billion Star Hotel,Drama,6.1,110,"$400,000.00","$6,095.00",2016
USA,Arise from Darkness,Thriller,7.6,591,"$1,200,000.00","$6,112.00",2016
USA,Crazy Eyes,Comedy,4,502,"$10,000,000.00","$6,141.00",2012
USA,Sweetwater,Thriller,6.2,5685,"$7,000,000.00","$6,147.00",2013
USA,The Sea Wolf,Adventure,7.5,3207,"$1,013,217.00","$6,192.00",1941
New Zealand,I'm Not Harry Jenson.,Mystery,6.6,122,"$150,000.00","$6,196.00",2009
UK,Puritan,Drama,5.9,362,"$2,000,000.00","$6,231.00",2005
Mexico,Te prometo anarquía,Drama,6.4,985,"$500,000.00","$6,263.00",2015
USA,Watercolors,Drama,6.4,1429,"$1,200,000.00","$6,305.00",2008
UK,Zardoz,Adventure,5.9,19008,"$1,570,000.00","$6,320.00",1974
Canada,Inescapable,Action,5.2,2519,"$4,000,000.00","$6,334.00",2012
USA,Forty Guns,Romance,7,4515,"$300,000.00","$6,344.00",1957
USA,Freud,Biography,7.3,2347,"$4,000,000.00","$6,388.00",1962
Sweden,Den blomstertid nu kommer,Action,6.2,6058,"$18,500,000.00","$6,390.00",2018
India,Eh Janam Tumhare Lekhe,Biography,8.6,346,"$40,000,000.00","$6,393.00",2015
USA,Ten 'til Noon,Crime,5.5,1249,"$750,000.00","$6,404.00",2006
USA,Some Velvet Morning,Drama,5.8,1721,"$2,000,000.00","$6,420.00",2013
USA,Boxcar Bertha,Crime,6,8307,"$600,000.00","$6,443.00",1972
USA,Batman and Harley Quinn,Animation,5.9,11064,"$3,500,000.00","$6,448.00",2017
UK,Scum,Crime,7.6,9900,"$250,000.00","$6,461.00",1979
USA,Dream Boy,Drama,6.2,3811,"$1,200,000.00","$6,534.00",2008
USA,In Our Nature,Drama,5.7,735,"$1,000,000.00","$6,543.00",2012
India,Kadhalil Sodhappuvadhu Yeppadi,Comedy,7.1,1278,"$70,000,000.00","$6,558.00",2012
Iran,I am not Salvador,Comedy,3.7,1095,"$2,000,000.00","$6,559.00",2016
Poland,Swinki,Drama,6.3,529,"$1,100,000.00","$6,596.00",2009
USA,Shall We Dance,Comedy,7.5,6414,"$991,000.00","$6,662.00",1937
USA,The Flame and the Arrow,Adventure,7,3395,"$1,600,000.00","$6,713.00",1950
USA,Daddy and Them,Comedy,5.7,2155,"$4,000,000.00","$6,718.00",2001
Luxembourg,Perl oder Pica,Drama,6.3,144,"$2,000,000.00","$6,742.00",2006
USA,The Gay Divorcee,Comedy,7.5,6797,"$520,000.00","$6,750.00",1934
Netherlands,Het zusje van Katia,Drama,6.3,205,"$900,000.00","$6,751.00",2008
India,Anjathe,Action,8.1,1940,"$30,000,000.00","$6,773.00",2008
France,Gebo et l'ombre,Drama,6.4,561,"$1,600,000.00","$6,780.00",2012
USA,Finding Bliss,Comedy,5.3,2365,"$1,500,000.00","$6,783.00",2009
USA,The Paradine Case,Crime,6.6,9841,"$4,258,000.00","$6,789.00",1947
USA,"No God, No Master",Crime,5.9,815,"$6,000,000.00","$6,796.00",2013
Japan,Noroi,Horror,7,9468,"$2,000,000.00","$6,819.00",2005
USA,Janie Jones,Biography,6.6,2152,"$3,000,000.00","$6,840.00",2010
USA,The Sisterhood of Night,Drama,6.2,1984,"$1,000,000.00","$6,870.00",2014
USA,Sal,Biography,4.8,408,"$7,000,000.00","$6,883.00",2011
Australia,The Butterfly Tree,Drama,5.4,401,"$3,000,000.00","$6,892.00",2017
USA,Misconceptions,Comedy,4.5,209,"$1,600,000.00","$6,892.00",2008
USA,Black Irish,Drama,7,2442,"$3,000,000.00","$6,900.00",2007
Colombia,El páramo,Horror,5.3,1510,"$1,300,000.00","$6,937.00",2011
Turkey,Dua Et Kardesiz,Comedy,4.8,602,"$350,000.00","$6,937.00",2018
UK,And Now for Something Completely Different,Comedy,7.6,28425,"$100,000.00","$6,979.00",1971
UK,Absolon,Sci-Fi,4.2,2986,"$8,000,000.00","$7,016.00",2003
USA,Contract to Kill,Action,3.4,1459,"$5,000,000.00","$7,048.00",2016
UK,The Filthy Thirteen,War,3.2,303,"$1,000,000.00","$7,059.00",2019
USA,Marnie,Crime,7.2,43655,"$3,000,000.00","$7,095.00",1964
USA,The Dark Below,Horror,4.2,259,"$750,000.00","$7,095.00",2015
USA,"Sorry, Haters",Drama,6.2,1407,"$200,000.00","$7,129.00",2005
USA,Logan,Comedy,6.1,268,"$135,000.00","$7,137.00",2010
USA,It Had to Be You,Comedy,5.4,936,"$18,000,000.00","$7,162.00",2015
USA,Kiss Me Deadly,Crime,7.6,17998,"$410,000.00","$7,178.00",1955
Belgium,L'étrange couleur des larmes de ton corps,Horror,6,3510,"$1,880,000.00","$7,182.00",2013
USA,Kettle of Fish,Comedy,5.2,644,"$2,000,000.00","$7,196.00",2006
USA,Happiness Runs,Drama,5,615,"$1,200,000.00","$7,199.00",2010
Sweden,Sommarlek,Drama,7.6,5060,"$434,000.00","$7,200.00",1951
USA,Wake,Drama,6.6,362,"$1,000.00","$7,212.00",2003
Canada,"Hochelaga, Terre des Âmes",History,6.5,424,"$15,100,000.00","$7,262.00",2017
India,Bangalore Naatkal,Drama,5.5,410,"$100,000,000.00","$7,279.00",2016
Canada,Another WolfCop,Comedy,4.9,1121,"$3,000,000.00","$7,285.00",2017
USA,Red Sky,Action,4.1,1438,"$25,000,000.00","$7,289.00",2014
India,Urumi,Action,7,1731,"$200,000,000.00","$7,315.00",2011
India,Kurukshetra,History,6.9,958,"$600,000,000.00","$7,320.00",2019
Iceland,The Amazing Truth About Queen Raquela,Biography,5.9,221,"$400,000.00","$7,328.00",2008
Australia,Prime Mover,Comedy,5.6,144,"$5,000,000.00","$7,366.00",2009
Turkey,B.O.K.: Bi O Kalmisti,Comedy,3.7,1793,"$70,000.00","$7,366.00",2016
UK,The Baker,Comedy,6.4,3428,"$2,500,000.00","$7,412.00",2007
USA,Price Check,Comedy,5.4,2119,"$2,000,000.00","$7,413.00",2012
UK,Scott and Sid,Comedy,6.9,1281,"$2,000,000.00","$7,457.00",2018
USA,Disappearances,Action,5,568,"$1,500,000.00","$7,506.00",2006
India,Marudhu,Action,5.2,269,"$100,000,000.00","$7,514.00",2016
China,33 Postcards,Crime,6.2,1006,"$3,000,000.00","$7,547.00",2011
USA,Area 51,Horror,4.2,12920,"$5,000,000.00","$7,556.00",2015
Indonesia,Habibie & Ainun,Biography,7.6,1783,"$100,000.00","$7,562.00",2012
UK,Look Back in Anger,Drama,7,3326,"$250,000.00","$7,593.00",1959
USA,The Seven Year Itch,Comedy,7.1,33327,"$1,800,000.00","$7,652.00",1955
USA,Witness for the Prosecution,Crime,8.4,104524,"$3,000,000.00","$7,693.00",1957
USA,Sweet Smell of Success,Drama,8.1,27248,"$3,400,000.00","$7,704.00",1957
Argentina,"Mercano, el marciano",Animation,6.6,443,"$600,000.00","$7,715.00",2002
USA,Pat Garrett & Billy the Kid,Biography,7.3,17724,"$4,638,783.00","$7,717.00",1973
Czech Republic,Bez doteku,Drama,3.8,179,"$5,500,000.00","$7,755.00",2013
USA,Zerophilia,Comedy,6.1,2229,"$450,000.00","$7,763.00",2005
Turkey,Saf,Drama,6.3,359,"$530,000.00","$7,813.00",2018
USA,Prince of Central Park,Action,5.2,557,"$7,000,000.00","$7,838.00",2000
USA,The Ballad of Lefty Brown,Action,6.3,5212,"$8,000,000.00","$7,856.00",2017
India,Chhello Divas,Comedy,8.3,2407,"$18,000,000.00","$7,876.00",2015
India,Vettaiyaadu Vilaiyaadu,Action,7.9,6464,"$240,000,000.00","$7,888.00",2006
Romania,Acasã la tata,Comedy,6.5,488,"$268,887.00","$7,911.00",2015
China,Hao qi hai si mao,Drama,6.3,352,"$12,000,000.00","$7,911.00",2006
USA,Stolen Lives,Crime,6.1,5306,"$2,000,000.00","$7,943.00",2009
India,Keshava,Action,6.3,385,"$6,500,000.00","$7,957.00",2017
UK,Brothers in Trouble,Comedy,6.7,129,"$950,000.00","$8,000.00",1995
USA,The Iron Man,Biography,2.6,112,"$600,000.00","$8,025.00",2006
USA,I Sell the Dead,Comedy,6.1,10332,"$750,000.00","$8,050.00",2008
USA,Loren Cass,Drama,5.1,247,"$30,000.00","$8,125.00",2006
Australia,Lake Mungo,Drama,6.3,16773,"$1,400,000.00","$8,128.00",2008
USA,Inside the Rain,Comedy,4.5,153,"$1,000,000.00","$8,140.00",2019
West Germany,Die Sehnsucht der Veronika Voss,Drama,7.8,6089,"$2,600,000.00","$8,144.00",1982
West Germany,Die bitteren Tränen der Petra von Kant,Drama,7.7,8294,"$325,000.00","$8,144.00",1972
West Germany,Faustrecht der Freiheit,Drama,7.7,5026,"$450,000.00","$8,144.00",1975
West Germany,Mutter Küsters' Fahrt zum Himmel,Drama,7.6,1704,"$750,000.00","$8,144.00",1975
West Germany,Lola,Drama,7.5,5121,"$3,500,000.00","$8,144.00",1981
West Germany,Händler der vier Jahreszeiten,Drama,7.4,4157,"$325,000.00","$8,144.00",1972
West Germany,Chinesisches Roulette,Drama,7.4,3568,"$1,100,000.00","$8,144.00",1976
West Germany,Lili Marleen,Drama,7.2,3516,"$10,500,000.00","$8,144.00",1981
West Germany,Katzelmacher,Drama,7,2515,"$80,000.00","$8,144.00",1969
West Germany,Fontane Effi Briest,Drama,6.9,2184,"$750,000.00","$8,144.00",1974
West Germany,Satansbraten,Comedy,6.9,1706,"$600,000.00","$8,144.00",1976
West Germany,Warnung vor einer heiligen Nutte,Comedy,6.8,1987,"$1,100,000.00","$8,144.00",1971
West Germany,Der amerikanische Soldat,Drama,6.7,1600,"$280,000.00","$8,144.00",1970
West Germany,Liebe ist kälter als der Tod,Comedy,6.6,2660,"$95,000.00","$8,144.00",1969
West Germany,Götter der Pest,Crime,6.5,1179,"$180,000.00","$8,144.00",1970
UK,Rise of the Footsoldier Part II,Biography,5.3,1360,"$5,000,000.00","$8,156.00",2015
Greece,Diorthosi,Drama,6.1,145,"$200,000.00","$8,168.00",2007
USA,Suspended Animation,Thriller,5.3,497,"$1,900,000.00","$8,169.00",2001
USA,The Man Who Knew Too Much,Drama,7.5,56718,"$2,500,000.00","$8,190.00",1956
USA,Don't Kill It,Action,5.2,4082,"$3,500,000.00","$8,196.00",2016
Portugal,Cavalo Dinheiro,Drama,7,1409,"$100,000.00","$8,255.00",2014
Malaysia,Talentime,Drama,6.8,162,"$1,200,000.00","$8,269.00",2009
USA,Yonkers Joe,Comedy,6.4,784,"$5,000,000.00","$8,286.00",2008
USA,Grace,Drama,5.1,7620,"$5,000,000.00","$8,297.00",2009
USA,About Cherry,Drama,4.8,9636,"$2,500,000.00","$8,315.00",2012
USA,Winter of Frozen Dreams,Crime,4.7,706,"$1,000,000.00","$8,321.00",2009
USA,My Last Day Without You,Comedy,5.7,1207,"$1,000,000.00","$8,335.00",2011
Germany,Auf Einmal,Drama,6.5,627,"$2,500,000.00","$8,341.00",2016
UK,Ryan's Daughter,Drama,7.4,8589,"$15,000,000.00","$8,358.00",1970
Canada,Ce qu'il faut pour vivre,Drama,7.4,834,"$4,000,000.00","$8,393.00",2008
Romania,"Felicia, înainte de toate",Drama,7,341,"$250,000.00","$8,399.00",2009
Indonesia,Soekarno: Indonesia Merdeka,Biography,7,428,"$20,000,000,000.00","$8,403.00",2013
Argentina,Esteros,Drama,7,3085,"$7,000,000.00","$8,404.00",2016
India,Vedi,Action,3.7,284,"$100,000,000.00","$8,406.00",2011
Switzerland,Mein Name ist Eugen,Adventure,6.9,635,"$6,000,000.00","$8,426.00",2005
USA,Hello Herman,Drama,5.8,1281,"$1,500,000.00","$8,437.00",2012
Mexico,Tenemos la carne,Drama,4.7,2122,"$400,000.00","$8,438.00",2016
Canada,Interstate 60: Episodes of the Road,Adventure,7.7,29384,"$7,000,000.00","$8,449.00",2002
USA,Blind Date,Comedy,5.8,839,"$1,500.00","$8,449.00",2007
UK,GamerZ,Comedy,5.9,319,"$300,000.00","$8,460.00",2005
Slovenia,Nocno zivljenje,Crime,5.7,145,"$1,100,000.00","$8,462.00",2016
Australia,Canopy,Adventure,4.9,978,"$1,300,000.00","$8,462.00",2013
USA,Zero Day,Drama,7.2,3963,"$20,000.00","$8,466.00",2002
USA,Furlough,Comedy,5.5,1382,"$3,000,000.00","$8,472.00",2018
USA,A Beautiful Life,Drama,4.5,363,"$5,000,000.00","$8,503.00",2008
UK,A Christmas Star,Family,5.2,830,"$22,000,000.00","$8,522.00",2015
Sweden,Apflickorna,Drama,5.5,2267,"$1,000,000.00","$8,523.00",2011
USA,Absentia,Drama,5.8,16627,"$70,000.00","$8,555.00",2011
USA,G.I. Jesus,Drama,2,117,"$2,000,000.00","$8,593.00",2006
Brazil,Eles Voltam,Drama,6.3,203,"$250,000.00","$8,632.00",2012
Romania,Dincolo de calea ferata,Drama,5.8,161,"$1,160,000.00","$8,645.00",2016
USA,Blood Feast,Horror,4.6,725,"$1,200,000.00","$8,708.00",2016
USA,Closing Escrow,Comedy,5.4,479,"$600,000.00","$8,719.00",2007
UK,The Flood,Drama,5.2,703,"$3,000,000.00","$8,728.00",2019
USA,Everything Put Together,Drama,6.2,643,"$100,000.00","$8,741.00",2000
USA,River of No Return,Action,6.6,10223,"$2,195,000.00","$8,757.00",1954
USA,One Last Ride,Drama,4.9,150,"$1,000,000.00","$8,780.00",2004
USA,Hell Baby,Comedy,4.9,8803,"$2,500,000.00","$8,785.00",2013
Germany,Das Cabinet des Dr. Caligari,Fantasy,8.1,55601,"$18,000.00","$8,811.00",1920
USA,The Pardon,Crime,5.5,317,"$5,000,000.00","$8,845.00",2013
India,PSV Garuda Vega,Action,7.9,968,"$5,000,000.00","$8,849.00",2017
USA,"Kiss Me, Stupid",Comedy,7,6817,"$3,500,000.00","$8,869.00",1964
USA,Warlock,Drama,7.2,5346,"$2,400,000.00","$8,892.00",1959
Hungary,Intim fejlövés,Comedy,6.4,414,"$7,000,000.00","$8,917.00",2009
Colombia,Oscuro animal,Drama,6.4,205,"$580,000.00","$8,972.00",2016
Bosnia and Herzegovina,Nafaka,Action,6.8,623,"$1,000,000.00","$8,998.00",2006
USA,Art of Submission,Action,4,496,"$4,500,000.00","$9,004.00",2012
Spain,El camí més llarg per tornar a casa,Drama,6.4,151,"$200,000.00","$9,008.00",2014
USA,Tequila Body Shots,Comedy,3.8,322,"$1,700,000.00","$9,037.00",1999
West Germany,Die Ehe der Maria Braun,Drama,7.8,11967,"$1,975,000.00","$9,061.00",1979
USA,The Janky Promoters,Comedy,5.1,1381,"$10,000,000.00","$9,069.00",2009
Italy,Il posto,Drama,8,4364,"$55,000.00","$9,080.00",1961
Montenegro,Gorcilo - Jesi li to dosao da me vidis,Comedy,6.2,380,"$445,000.00","$9,105.00",2015
USA,Lycan,Horror,4.6,814,"$250,000.00","$9,110.00",2017
Israel,Cupcakes,Comedy,6.1,562,"$2,200,000.00","$9,129.00",2013
Australia,Lucky Country,Drama,5.3,258,"$2,050,000.00","$9,152.00",2009
USA,The Lazarus Project,Drama,6.1,16806,"$9,750,000.00","$9,162.00",2008
UK,Fishtales,Comedy,5,1894,"$14,000,000.00","$9,216.00",2007
USA,The Sacrament,Horror,6.1,16587,"$4,000,000.00","$9,221.00",2013
India,Aakashaganga II,Horror,2.2,153,"$50,000,000.00","$9,306.00",2019
USA,Radio Free Albemuth,Drama,5.6,1557,"$3,600,000.00","$9,365.00",2010
Finland,He ovat paenneet,Drama,6.3,744,"$1,245,000.00","$9,383.00",2014
USA,The Boston Strangler,Crime,7.1,8160,"$4,100,000.00","$9,439.00",1968
UK,Chemical Wedding,Horror,4.8,1488,"$2,500,000.00","$9,439.00",2008
India,Yuddham Sharanam,Action,6,399,"$120,000,000.00","$9,451.00",2017
Egypt,Zay el naharda,Mystery,7,734,"$1,000,000.00","$9,463.00",2008
UK,The Spiritualist,Drama,3.2,169,"$850,000.00","$9,465.00",2018
France,Don Giovanni,Drama,7.6,1077,"$7,000,000.00","$9,519.00",1979
Romania,Orizont,Action,6.2,250,"$800,000.00","$9,533.00",2015
UK,Chosen,Drama,5.1,760,"$2,300,000.00","$9,536.00",2016
India,Ivan Veramaathiri,Action,6,294,"$80,000,000.00","$9,562.00",2013
USA,The Getaway,Action,7.4,27312,"$3,352,254.00","$9,588.00",1972
USA,Virgin,Drama,5.6,518,"$50,000.00","$9,614.00",2003
USA,Conflict,Drama,7.2,3195,"$774,000.00","$9,635.00",1945
USA,Fifth Avenue Girl,Comedy,6.8,1331,"$607,000.00","$9,636.00",1939
USA,Into the Ashes,Crime,5.4,2198,"$2,000,000.00","$9,687.00",2019
Sweden,Vi,Drama,5.3,878,"$6,000,000.00","$9,717.00",2013
France,The Book of Life,Comedy,6.5,1801,"$350,000.00","$9,740.00",1998
UK,"Suddenly, Last Summer",Drama,7.6,13489,"$3,000,000.00","$9,749.00",1959
USA,Silk Stockings,Comedy,6.8,3430,"$1,853,463.00","$9,755.00",1957
USA,Dear Dictator,Comedy,5,3616,"$6,700,000.00","$9,759.00",2017
UK,Someone Else,Comedy,5.7,271,"$5,000,000.00","$9,769.00",2006
USA,The River Within,Drama,5.3,167,"$40,000.00","$9,811.00",2009
UK,Down Terrace,Crime,6.5,3435,"$30,000.00","$9,812.00",2009
Finland,Toiset tytöt,Drama,6,176,"$1,000,000.00","$9,813.00",2015
USA,Taxman,Action,5.1,399,"$3,500,000.00","$9,871.00",1998
Bulgaria,Sadilishteto,Drama,7.4,918,"$3,000,000.00","$9,888.00",2014
USA,Fix,Drama,6.2,854,"$500,000.00","$9,890.00",2008
USA,Gibby,Comedy,4.9,216,"$1,800,000.00","$9,930.00",2016
UK,I Am Nasrine,Drama,5.9,118,"$250,000.00","$9,937.00",2012
Russia,Zima,Drama,7.1,823,"$1,000,000.00","$9,984.00",2020
India,Tere Bin Laden: Dead Or Alive,Comedy,4.3,822,"$100,000,000.00","$9,995.00",2016
Taiwan,Pinoy Sunday,Comedy,6.6,253,"$750,000.00","$9,996.00",2009
Netherlands,Cea mai fericitã fatã din lume,Comedy,6.9,1045,"$650,000.00","$9,998.00",2009
Finland,Silmäterä,Drama,6,164,"$526,000.00","$10,005.00",2013
USA,Circle,Horror,3.3,636,"$2,000,000.00","$10,024.00",2010
USA,Rope,Crime,8,125949,"$1,500,000.00","$10,046.00",1948
USA,Pawn Shop Chronicles,Action,5.9,10480,"$5,000,000.00","$10,080.00",2013
USA,Beta Test,Action,5.7,10146,"$1,600,000.00","$10,104.00",2016
Slovenia,Julija in alfa Romeo,Comedy,5.8,120,"$500,000.00","$10,116.00",2015
USA,Mildred Pierce,Crime,8,22055,"$1,453,000.00","$10,128.00",1945
USA,Revolution #9,Thriller,6.5,338,"$300,000.00","$10,133.00",2001
