country,original_title,year,genre,votes,avg_vote
France,Beau travail,1999,Drama,7792,7.4
USA,Alice in Wonderland,1951,Animation,125923,7.4
Spain,Vengo,2000,Musical,2691,7.4
Japan,Kanashimi no beradonna,1973,Animation,3850,7.4
Germany,Su Zhou he,2000,Drama,4060,7.4
USA,Felon,2008,Crime,74335,7.4
Italy,"Vamos a matar, compañeros",1970,Action,3841,7.4
France,Ça commence aujourd'hui,1999,Drama,2284,7.4
France,Les bonnes femmes,1960,Drama,2410,7.4
USA,To Catch a Thief,1955,Mystery,62910,7.4
USA,Assault on Precinct 13,1976,Action,42718,7.4
USA,Keith,2008,Drama,34925,7.4
USA,Suspicion,1941,Mystery,31663,7.4
USA,The Wrong Man,1956,Drama,24818,7.4
UK,Oliver!,1968,Drama,33818,7.4
USA,The Stranger,1946,Crime,23436,7.4
UK,Get Carter,1971,Action,28168,7.4
Hong Kong,Jing wu men,1972,Action,25671,7.4
USA,The King and I,1956,Biography,23419,7.4
USA,Seven Brides for Seven Brothers,1954,Comedy,20828,7.4
USA,Grand Hotel,1932,Drama,16927,7.4
USA,Irma la Douce,1963,Comedy,16750,7.4
Denmark,I Kina spiser de hunde,1999,Action,19579,7.4
UK,The Duellists,1977,Drama,19161,7.4
Spain,El día de la bestia,1995,Action,16952,7.4
USA,Phantom of the Paradise,1974,Comedy,16302,7.4
USA,On the Town,1949,Comedy,15559,7.4
USA,The Cowboys,1972,Adventure,12832,7.4
USA,Holiday Inn,1942,Comedy,12747,7.4
Hong Kong,A gai waak,1983,Action,14607,7.4
France,L'appartement,1996,Drama,13436,7.4
UK,The Tragedy of Macbeth,1971,Biography,12322,7.4
USA,The Diary of Anne Frank,1959,Biography,11773,7.4
India,Dookudu,2011,Action,12389,7.4
USA,Ten Inch Hero,2007,Comedy,11729,7.4
Australia,Bad Boy Bubby,1993,Comedy,12159,7.4
India,Aankhen,2002,Crime,12135,7.4
USA,Hombre,1967,Western,10945,7.4
USA,Shock Corridor,1963,Drama,10670,7.4
France,Les aventures de Rabbi Jacob,1973,Adventure,11715,7.4
USA,Lust for Life,1956,Biography,10351,7.4
USA,Viva Zapata!,1952,Biography,10140,7.4
UK,United,2011,Drama,10619,7.4
Hong Kong,Se ying diu sau,1978,Action,10416,7.4
USA,The Naked Spur,1953,Thriller,9880,7.4
Japan,Cure,1997,Crime,10333,7.4
USA,The Man with the Golden Arm,1955,Crime,9634,7.4
Belgium,De helaasheid der dingen,2009,Comedy,9958,7.4
USA,"The Long, Hot Summer",1958,Drama,9599,7.4
Japan,Shogun Assassin,1980,Action,9573,7.4
USA,"Sorry, Wrong Number",1948,Drama,9456,7.4
USA,My Favorite Wife,1940,Comedy,9008,7.4
USA,Pollyanna,1960,Comedy,8915,7.4
USA,The Spiral Staircase,1946,Drama,8780,7.4
USA,Easter Parade,1948,Musical,8399,7.4
USA,Targets,1968,Crime,8241,7.4
Italy,Viaggio in Italia,1954,Drama,8671,7.4
USA,This Gun for Hire,1942,Crime,8166,7.4
Bangladesh,Nisshartho Bhalobasha: What is Love!,2013,Action,8397,7.4
USA,The Strange Love of Martha Ivers,1946,Drama,8145,7.4
USA,Blackboard Jungle,1955,Crime,7999,7.4
USA,Island of Lost Souls,1932,Horror,7933,7.4
USA,Call Northside 777,1948,Drama,7800,7.4
USA,Battleground,1949,Action,6446,7.4
France,La chèvre,1981,Adventure,7835,7.4
USA,Last Train from Gun Hill,1959,Romance,6406,7.4
Japan,Koroshi no rakuin,1967,Action,7745,7.4
Canada,Trailer Park Boys: Countdown to Liquor Day,2009,Comedy,6892,7.4
USA,The Big Combo,1955,Crime,6368,7.4
USA,The Adventures of Sherlock Holmes,1939,Crime,6132,7.4
USA,The Major and the Minor,1942,Comedy,6065,7.4
UK,Murder She Said,1961,Comedy,6329,7.4
UK,A Zed & Two Noughts,1985,Comedy,6289,7.4
USA,Kansas City Confidential,1952,Crime,5948,7.4
France,Le corniaud,1965,Adventure,6099,7.4
USA,Over the Edge,1979,Crime,5920,7.4
Japan,Dodesukaden,1970,Drama,5986,7.4
USA,Compulsion,1959,Biography,5668,7.4
USA,People Will Talk,1951,Comedy,5610,7.4
France,Le sang d'un poète,1930,Fantasy,5834,7.4
USA,I Want to Live!,1958,Biography,5589,7.4
UK,The Ruling Class,1972,Comedy,5634,7.4
USA,The Informer,1935,Crime,5571,7.4
Soviet Union,Viy,1967,Drama,5596,7.4
USA,Husbands,1970,Comedy,5248,7.4
USA,The Razor's Edge,1946,Drama,5229,7.4
Turkey,Salako,1974,Adventure,5505,7.4
Japan,Zoku Miyamoto Musashi: Ichijôji no kettô,1955,Action,5466,7.4
Denmark,Gertrud,1964,Drama,5423,7.4
Soviet Union,Katok i skripka,1961,Drama,5394,7.4
India,Arya 2,2009,Action,5268,7.4
India,Hum Hain Rahi Pyar Ke,1993,Drama,5266,7.4
Hong Kong,Am zin,1999,Action,5262,7.4
USA,Harry and Tonto,1974,Adventure,4987,7.4
USA,The Westerner,1940,Drama,4987,7.4
Italy,La resa dei conti,1966,Western,5213,7.4
Greece,Pote tin Kyriaki,1960,Comedy,5125,7.4
USA,Way Down East,1920,Drama,4961,7.4
USA,A New Leaf,1971,Comedy,4893,7.4
USA,The Thin Man Goes Home,1944,Comedy,4834,7.4
France,Les maîtres du temps,1982,Animation,4950,7.4
USA,Hell's Angels,1930,Drama,4748,7.4
France,Buffet froid,1979,Comedy,4882,7.4
USA,Orphans of the Storm,1921,Drama,4678,7.4
Serbia,Sivi kamion crvene boje,2004,Adventure,4803,7.4
Turkey,Mayis Sikintisi,1999,Comedy,4773,7.4
USA,Attack,1956,Action,4602,7.4
Japan,Donzoko,1957,Drama,4709,7.4
UK,The Bedford Incident,1965,Drama,4566,7.4
USA,7 Men from Now,1956,Action,4526,7.4
UK,The Man Who Never Was,1956,War,4382,7.4
USA,No Way Out,1950,Crime,4305,7.4
Pakistan,Main Hoon Shahid Afridi,2013,Drama,4504,7.4
Iran,Mim mesle madar,2006,Drama,4482,7.4
USA,The Trouble with Angels,1966,Comedy,4251,7.4
USA,Love with the Proper Stranger,1963,Comedy,4104,7.4
USA,In This Our Life,1942,Drama,4063,7.4
USA,Bastard Out of Carolina,1996,Drama,4037,7.4
USA,Sergeant Rutledge,1960,Crime,3882,7.4
USA,Taking Off,1971,Comedy,3824,7.4
UK,Richard III,1955,Biography,4026,7.4
USA,The Steel Helmet,1951,Action,3722,7.4
West Germany,Die verlorene Ehre der Katharina Blum,1975,Crime,3852,7.4
USA,Lady for a Day,1933,Comedy,3709,7.4
UK,Taste of Fear,1961,Horror,3819,7.4
France,Deux hommes dans la ville,1973,Crime,3765,7.4
UK,The Scarlet Pimpernel,1934,Adventure,3759,7.4
France,La femme infidèle,1969,Drama,3728,7.4
USA,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",1935,Adventure,3670,7.4
USA,Odds Against Tomorrow,1959,Crime,3635,7.4
USA,Champion,1949,Drama,3620,7.4
USA,Mikey and Nicky,1976,Crime,3535,7.4
USA,Executive Suite,1954,Drama,3507,7.4
Russia,Mat i syn,1997,Drama,3605,7.4
Italy,Padre padrone,1977,Biography,3588,7.4
USA,A Chump at Oxford,1939,Comedy,3452,7.4
USA,The Window,1949,Drama,3363,7.4
India,Manto,2018,Biography,3505,7.4
USA,Crime Wave,1953,Crime,3260,7.4
Russia,Voroshilovskiy strelok,1999,Crime,3445,7.4
India,Thattathin Marayathu,2012,Drama,3433,7.4
USA,The Young Philadelphians,1959,Drama,3236,7.4
Hong Kong,Geung see sin sang,1985,Action,3334,7.4
Senegal,La noire de...,1966,Drama,3319,7.4
Japan,Eve no jikan,2010,Animation,3313,7.4
Iran,The Painting Pool,2013,Drama,3299,7.4
Kyrgyzstan,Kurmanjan datka,2014,Action,3294,7.4
Sweden,Picassos äventyr,1978,Comedy,3278,7.4
USA,Lili,1953,Drama,3197,7.4
Japan,Kozure Ôkami: Jigoku e ikuzo! Daigorô,1974,Action,3236,7.4
USA,Christmas in July,1940,Comedy,3176,7.4
Turkey,Turist Ömer Uzay Yolu'nda,1973,Comedy,3200,7.4
Italy,I girasoli,1970,Drama,3168,7.4
Iran,Ertefae Past,2002,Action,3194,7.4
Mexico,Ya no estoy aqui,2019,Drama,3131,7.4
USA,The Gamers: Dorkness Rising,2008,Action,3078,7.4
Iran,Sorkhpust,2019,Drama,3154,7.4
France,Le million,1931,Musical,3140,7.4
USA,Salt of the Earth,1954,Drama,3002,7.4
UK,School for Scoundrels,1960,Comedy,3122,7.4
Czech Republic,Spiklenci slasti,1996,Comedy,3118,7.4
Italy,"Bianco, rosso e Verdone",1981,Comedy,3113,7.4
India,Ghatak: Lethal,1996,Action,3112,7.4
Turkey,Üçüncü Sayfa,1999,Drama,3101,7.4
USA,The Clock,1945,Drama,2945,7.4
France,Mayrig,1991,Drama,3044,7.4
USA,"Underworld, U.S.A.",1961,Crime,2936,7.4
Japan,Yajû no seishun,1963,Action,2990,7.4
Poland,Nic smiesznego,1995,Comedy,2961,7.4
USA,The Last Hurrah,1958,Comedy,2907,7.4
USA,Home from the Hill,1960,Drama,2895,7.4
USA,House of Strangers,1949,Crime,2854,7.4
USA,Show Boat,1936,Comedy,2844,7.4
Japan,Shizukanaru kettô,1949,Drama,2869,7.4
USA,Regular Show: The Movie,2015,Animation,2743,7.4
USA,Our Relations,1936,Comedy,2733,7.4
Italy,Salvatore Giuliano,1962,Crime,2842,7.4
Italy,Bianca,1984,Comedy,2813,7.4
France,L'assassin habite... au 21,1942,Comedy,2790,7.4
Mexico,El Callejón de los Milagros,1995,Drama,2767,7.4
Japan,Kurutta ippêji,1926,Drama,2758,7.4
USA,Marie Antoinette,1938,Biography,2641,7.4
India,Hemlock Society,2012,Comedy,2738,7.4
USA,99 River Street,1953,Action,2511,7.4
Japan,Nikutai no mon,1964,Drama,2713,7.4
Germany,Menschen am Sonntag,1930,Comedy,2649,7.4
USA,Hangover Square,1945,Crime,2434,7.4
Poland,Kingsajz,1988,Adventure,2636,7.4
Finland,Tuntematon sotilas,1985,Drama,2618,7.4
India,Sharaabi,1984,Comedy,2577,7.4
Hong Kong,Wu Lang ba gua gun,1984,Action,2542,7.4
USA,The Lusty Men,1952,Action,2407,7.4
India,Lamhe,1991,Drama,2497,7.4
China,Xiao cheng zhi chun,1948,Drama,2496,7.4
Brazil,"Cinema, Aspirinas e Urubus",2005,Adventure,2488,7.4
Taiwan,Hai shang hua,1998,Drama,2466,7.4
Italy,Garage Olimpo,1999,Drama,2451,7.4
USA,The Seventh Cross,1944,Drama,2341,7.4
USA,Tomorrow Is Forever,1946,Drama,2270,7.4
France,Tchao pantin,1983,Crime,2398,7.4
India,Dhee,2007,Comedy,2392,7.4
Poland,Imagine,2012,Drama,2378,7.4
France,Les uns et les autres,1981,Drama,2366,7.4
India,Maryada Ramanna,2010,Action,2360,7.4
West Germany,Warum läuft Herr R. Amok,1970,Drama,2341,7.4
USA,These Three,1936,Drama,2252,7.4
France,La guerre des boutons,1962,Comedy,2340,7.4
China,Zhantai,2000,Drama,2337,7.4
Turkey,Düttürü Dünya,1988,Drama,2331,7.4
USA,Who Done It?,1942,Comedy,2225,7.4
USA,Street Angel,1928,Drama,2090,7.4
USA,Broadway Melody of 1940,1940,Musical,2071,7.4
Hong Kong,Can que,1978,Action,2188,7.4
India,Kushi,2000,Comedy,2169,7.4
India,Indra,2002,Action,2162,7.4
India,Googly,2013,Comedy,2156,7.4
Soviet Union,Polosatyy reys,1961,Comedy,2088,7.4
USA,Operation Petticoat,1959,Comedy,12367,7.3
USA,Old Yeller,1957,Adventure,11562,7.3
USA,The Professionals,1966,Action,13697,7.3
USA,Shenandoah,1965,Drama,7754,7.3
USA,The Cincinnati Kid,1965,Drama,14951,7.3
USA,A Boy Named Charlie Brown,1969,Animation,4333,7.3
USA,In Harm's Way,1965,Drama,7863,7.3
USA,The Man from Laramie,1955,Western,9268,7.3
USA,Mirage,1965,Mystery,4187,7.3
USA,I Confess,1953,Crime,18637,7.3
USA,Ride the Pink Horse,1947,Crime,2565,7.3
USA,You Were Never Lovelier,1942,Comedy,3245,7.3
USA,Scarecrow,1973,Drama,15110,7.3
France,Mélodie en sous-sol,1963,Crime,2958,7.3
USA,It,1927,Comedy,2912,7.3
USA,El Camino: A Breaking Bad Movie,2019,Action,172191,7.3
Italy,Queimada,1969,Action,4555,7.3
USA,The Ballad of Buster Scruggs,2018,Comedy,115086,7.3
UK,The Railway Children,1970,Drama,3922,7.3
France,On connaît la chanson,1997,Comedy,3835,7.3
USA,The Fundamentals of Caring,2016,Comedy,55835,7.3
USA,Dolemite Is My Name,2019,Biography,49045,7.3
USA,Take the Money and Run,1969,Comedy,27712,7.3
USA,Speak,2004,Drama,24527,7.3
Hong Kong,Meng long guo jiang,1972,Action,31252,7.3
UK,Jason and the Argonauts,1963,Action,23581,7.3
USA,The Brave Little Toaster,1987,Animation,23273,7.3
USA,Cat People,1942,Fantasy,19254,7.3
USA,Point Blank,1967,Crime,17950,7.3
UK,Dracula,1958,Drama,20275,7.3
USA,She Wore a Yellow Ribbon,1949,Western,15495,7.3
USA,Mutiny on the Bounty,1962,Adventure,14700,7.3
UK,Quadrophenia,1979,Drama,16826,7.3
UK,Moby Dick,1956,Adventure,16581,7.3
USA,The Banker,2020,Biography,14167,7.3
USA,The Fortune Cookie,1966,Comedy,12380,7.3
UK,Village of the Damned,1960,Horror,14535,7.3
USA,The Front Page,1974,Comedy,12058,7.3
Italy,Continuavano a chiamarlo Trinità,1971,Comedy,14027,7.3
UK,Broken,2012,Drama,13141,7.3
USA,Little Caesar,1931,Action,11746,7.3
USA,Gunga Din,1939,Adventure,10731,7.3
India,Khuda Haafiz,2020,Action,11874,7.3
USA,D.O.A.,1949,Drama,10493,7.3
India,Raat Akeli Hai,2020,Crime,11110,7.3
USA,Run Silent Run Deep,1958,Action,10047,7.3
India,Maine Pyar Kiya,1989,Drama,10516,7.3
USA,Shadows,1958,Drama,10030,7.3
Sweden,Ronja Rövardotter,1984,Adventure,10162,7.3
USA,Mr. Blandings Builds His Dream House,1948,Comedy,10007,7.3
USA,The Uninvited,1944,Fantasy,9550,7.3
USA,Broken Blossoms or The Yellow Man and the Girl,1919,Drama,9241,7.3
India,Ishqiya,2010,Comedy,9789,7.3
India,Gunda,1998,Action,9628,7.3
USA,Hard Times,1975,Crime,9180,7.3
USA,A Star Is Born,1937,Drama,8448,7.3
USA,Calamity Jane,1953,Comedy,8288,7.3
Hong Kong,Ying hung boon sik II,1987,Action,9067,7.3
Italy,Waterloo,1970,Action,8541,7.3
USA,The Body Snatcher,1945,Horror,8045,7.3
USA,The Front,1976,Drama,7955,7.3
Austria,Angst,1983,Drama,8123,7.3
USA,Female Trouble,1974,Comedy,7873,7.3
France,Les valseuses,1974,Action,8037,7.3
Hong Kong,Sik san,1996,Action,8019,7.3
Japan,Sutorîto Faitâ II gekijô-ban,1994,Animation,7956,7.3
USA,The Glenn Miller Story,1954,Biography,7829,7.3
Italy,Pari e dispari,1978,Action,7783,7.3
USA,"Heaven Knows, Mr. Allison",1957,Adventure,7610,7.3
USA,The Bachelor and the Bobby-Soxer,1947,Comedy,7599,7.3
UK,Bunny Lake Is Missing,1965,Drama,7771,7.3
Italy,Ieri oggi domani,1963,Comedy,7675,7.3
USA,Bend of the River,1952,Action,7557,7.3
USA,Hell in the Pacific,1968,Adventure,7529,7.3
USA,They Drive by Night,1940,Crime,6998,7.3
USA,Panic in the Streets,1950,Crime,6919,7.3
USA,Sweet Bird of Youth,1962,Drama,6741,7.3
India,The Great Father,2017,Action,6941,7.3
USA,The Naked Kiss,1964,Crime,6703,7.3
USA,A Foreign Affair,1948,Comedy,6646,7.3
USA,Angel Face,1953,Crime,6637,7.3
USA,Topper,1937,Comedy,6621,7.3
USA,National Velvet,1944,Drama,6276,7.3
India,Page 3,2005,Drama,6627,7.3
USA,Friendly Persuasion,1956,Drama,6225,7.3
Germany,23,1998,Thriller,6368,7.3
Spain,¿Quién puede matar a un niño?,1976,Horror,6281,7.3
USA,Dead End,1937,Crime,6224,7.3
USA,On Dangerous Ground,1951,Drama,6101,7.3
USA,Shoulder Arms,1918,Comedy,5895,7.3
Japan,Hokuto no Ken,1986,Animation,6159,7.3
Hong Kong,Hei kek ji wong,1999,Comedy,6134,7.3
Germany,I.D.,1995,Crime,6121,7.3
Italy,Stromboli (Terra di Dio),1950,Drama,5702,7.3
UK,Captain Horatio Hornblower R.N.,1951,Action,5970,7.3
USA,The Ghost and Mr. Chicken,1966,Comedy,5658,7.3
UK,49th Parallel,1941,Drama,5750,7.3
USA,The Crimson Pirate,1952,Action,5646,7.3
India,Janatha Garage,2016,Action,5673,7.3
USA,You Only Live Once,1937,Crime,5562,7.3
USA,Emperor of the North Pole,1973,Action,5556,7.3
USA,The Country Girl,1954,Drama,5321,7.3
USA,Thirty Seconds Over Tokyo,1944,Drama,5271,7.3
India,Jalsa,2008,Action,5341,7.3
USA,Shadow of the Thin Man,1941,Comedy,5239,7.3
USA,The Last of Sheila,1973,Crime,5122,7.3
USA,Boys Town,1938,Biography,5008,7.3
France,À nos amours,1983,Drama,5230,7.3
UK,Murder at the Gallop,1963,Comedy,5145,7.3
USA,The Tin Star,1957,Western,4937,7.3
USA,Five Graves to Cairo,1943,Thriller,4903,7.3
Soviet Union,Zemlya,1930,Drama,4949,7.3
South Africa,The Naked Prey,1965,Adventure,4889,7.3
USA,The Unbelievable Truth,1989,Comedy,4712,7.3
USA,Tarzan and His Mate,1934,Action,4704,7.3
UK,The Go-Between,1971,Drama,4884,7.3
South Korea,Baekmanjangja-ui cheot-sarang,2006,Comedy,4851,7.3
Japan,Mâdadayo,1993,Drama,4834,7.3
USA,Man Hunt,1941,Drama,4682,7.3
USA,The Americanization of Emily,1964,Comedy,4662,7.3
USA,The Scarlet Claw,1944,Crime,4659,7.3
USA,Dead Ringer,1964,Crime,4631,7.3
USA,Bound for Glory,1976,Biography,4601,7.3
USA,The Inn of the Sixth Happiness,1958,Biography,4459,7.3
USA,Mad Love,1935,Horror,4339,7.3
India,City Lights,2014,Drama,4473,7.3
USA,The House of Fear,1945,Crime,4332,7.3
India,Gupt: The Hidden Truth,1997,Action,4441,7.3
Japan,Hakuchi,1951,Drama,4398,7.3
France,Le magnifique,1973,Action,4386,7.3
Canada,Trailer Park Boys: Don't Legalize It,2014,Comedy,4359,7.3
USA,The Enforcer,1951,Crime,4295,7.3
USA,"Objective, Burma!",1945,Action,4265,7.3
USA,The Tall T,1957,Romance,4262,7.3
USA,Love Affair,1939,Comedy,4262,7.3
USA,American Pop,1981,Animation,4212,7.3
USA,Heidi,1937,Drama,4033,7.3
Turkey,Ortadirek Saban,1984,Comedy,4238,7.3
USA,Minnie and Moskowitz,1971,Comedy,4016,7.3
France,Les vampires,1915,Action,4166,7.3
France,La belle verte,1996,Comedy,4117,7.3
France,L'été meurtrier,1983,Drama,4108,7.3
USA,Humoresque,1946,Drama,3819,7.3
USA,Watch on the Rhine,1943,Drama,3795,7.3
Brazil,Deus e o Diabo na Terra do Sol,1964,Adventure,4003,7.3
France,Les dames du Bois de Boulogne,1945,Drama,3836,7.3
USA,Medium Cool,1969,Drama,3786,7.3
USA,A Big Hand for the Little Lady,1966,Comedy,3775,7.3
USA,Red Dust,1932,Drama,3716,7.3
USA,The Bugs Bunny/Road-Runner Movie,1979,Animation,3644,7.3
UK,The League of Gentlemen,1960,Comedy,3767,7.3
UK,Gaslight,1940,Mystery,3743,7.3
USA,36 Hours,1964,Thriller,3613,7.3
Hong Kong,San lung moon hak chan,1992,Action,3699,7.3
Sweden,Mannen på taket,1976,Action,3671,7.3
USA,Too Late for Tears,1949,Crime,3570,7.3
Turkey,Dokunmayin Sabanima,1979,Comedy,3638,7.3
Turkey,Merakli Köfteci,1976,Comedy,3616,7.3
USA,The Great McGinty,1940,Comedy,3336,7.3
USA,The Strawberry Blonde,1941,Comedy,3166,7.3
Sweden,Den bästa sommaren,2000,Comedy,3507,7.3
Finland,Kummeli kultakuume,1997,Comedy,3407,7.3
India,Yamadonga,2007,Action,3384,7.3
France,La chute de la maison Usher,1928,Horror,3369,7.3
USA,The Secret of Santa Vittoria,1969,Comedy,3127,7.3
Japan,Joshû 701-gô: Sasori,1972,Crime,3315,7.3
South Korea,Hanyo,1960,Crime,3303,7.3
Taiwan,Dear Ex,2018,Comedy,3301,7.3
USA,Vivacious Lady,1938,Comedy,3119,7.3
USA,A Stolen Life,1946,Drama,3074,7.3
USA,Day of the Outlaw,1959,Western,3039,7.3
France,Une femme mariée: Suite de fragments d'un film tourné en 1964,1964,Drama,3112,7.3
Sweden,Hets,1944,Drama,3088,7.3
USA,Woman on the Run,1950,Crime,2908,7.3
Japan,Aoi haru,2001,Drama,3052,7.3
Tajikistan,Luna Papa,1999,Comedy,3048,7.3
USA,"Rachel, Rachel",1968,Drama,2904,7.3
Turkey,Deli Deli Küpeli,1986,Comedy,2963,7.3
Italy,Ovosodo,1997,Comedy,2929,7.3
USA,Each Dawn I Die,1939,Crime,2868,7.3
USA,Murder by Contract,1958,Crime,2811,7.3
Germany,Frau im Mond,1929,Comedy,2899,7.3
Iran,Tala va mes,2010,Drama,2881,7.3
USA,The Champ,1931,Drama,2741,7.3
UK,This Happy Breed,1944,Comedy,2865,7.3
USA,The Furies,1950,Drama,2715,7.3
Netherlands,De noorderlingen,1992,Comedy,2806,7.3
Finland,"Pidä huivista kiinni, Tatjana",1994,Comedy,2801,7.3
Indonesia,Dilan 1990,2018,Drama,2799,7.3
Hong Kong,Du bei dao,1967,Action,2760,7.3
Turkey,Dar Alanda Kisa Paslasmalar,2000,Drama,2744,7.3
USA,The Lineup,1958,Crime,2705,7.3
USA,Secret Honor,1984,Biography,2616,7.3
USA,Tension,1949,Crime,2435,7.3
India,99,2009,Comedy,2651,7.3
France,Muriel ou le temps d'un retour,1963,Drama,2648,7.3
Japan,Ghost in the Shell Arise: Border 2 - Ghost Whisper,2013,Animation,2642,7.3
USA,Tea and Sympathy,1956,Drama,2293,7.3
Taiwan,He liu,1997,Drama,2578,7.3
Sweden,Elvira Madigan,1967,Biography,2561,7.3
Denmark,Zappa,1983,Comedy,2505,7.3
France,Les cousins,1959,Drama,2475,7.3
India,Silsila,1981,Drama,2474,7.3
India,Kadhalum Kadanthu Pogum,2016,Comedy,2466,7.3
USA,"Larceny, Inc",1942,Comedy,2283,7.3
Hong Kong,Gam yuk fung wan,1987,Action,2341,7.3
Hong Kong,Ren zhe wu di,1982,Action,2326,7.3
USA,The Whole Town's Talking,1935,Comedy,2281,7.3
Poland,Na srebrnym globie,1988,Adventure,2291,7.3
India,Namak Halaal,1982,Action,2283,7.3
USA,The Story of Louis Pasteur,1936,Biography,2224,7.3
USA,To Your Last Death,2019,Animation,2189,7.3
Japan,Gamera 3: Jashin kakusei,1999,Action,2271,7.3
Taiwan,Xue guan yin,2017,Drama,2245,7.3
Iran,Mahi va gorbeh,2013,Drama,2226,7.3
USA,Angel,1937,Comedy,2129,7.3
Italy,Lo straniero,1967,Drama,2215,7.3
USA,City for Conquest,1940,Drama,2128,7.3
Turkey,Yoksul,1986,Comedy,2157,7.3
USA,The Merry Widow,1925,Drama,2126,7.3
USA,Cry Danger,1951,Crime,2096,7.3
USA,Carrie,1952,Drama,2076,7.3
Hong Kong,Lin Shi Rong,1979,Action,2119,7.3
West Germany,Der junge Törless,1966,Drama,2106,7.3
Hong Kong,Do ma daan,1986,Comedy,2100,7.3
Romania,Despre oameni si melci,2012,Comedy,2089,7.3
Japan,Zoku Zatôichi monogatari,1962,Action,2086,7.3
Italy,Milano odia: la polizia non può sparare,1974,Crime,2082,7.3
South Korea,...ing,2003,Drama,2079,7.3
USA,Peyton Place,1957,Drama,5240,7.2
USA,The Three Musketeers,1973,Action,15135,7.2
USA,The Hospital,1971,Comedy,5438,7.2
USA,Lover Come Back,1961,Comedy,6877,7.2
USA,Hatari!,1962,Action,11484,7.2
USA,California Split,1974,Comedy,5144,7.2
USA,How to Succeed in Business Without Really Trying,1967,Comedy,4102,7.2
USA,Southern Comfort,1981,Action,15985,7.2
USA,The Chase,1966,Crime,9985,7.2
USA,Pinky,1949,Drama,2642,7.2
USA,The Far Country,1954,Action,6578,7.2
UK,"Mary, Queen of Scots",1971,Biography,3886,7.2
USA,The Paper Chase,1973,Comedy,7002,7.2
USA,It Should Happen to You,1954,Comedy,3247,7.2
USA,Parting Glances,1986,Drama,2661,7.2
USA,Electra Glide in Blue,1973,Crime,4669,7.2
Canada,Fire,1996,Drama,5615,7.2
Spain,"¡Ay, Carmela!",1990,Comedy,2423,7.2
USA,Butterflies Are Free,1972,Comedy,4611,7.2
France,Ressources humaines,1999,Comedy,2478,7.2
Italy,Il mercenario,1968,Comedy,4126,7.2
USA,The Andromeda Strain,1971,Mystery,33011,7.2
USA,If Only,2004,Comedy,31093,7.2
South Korea,Shi gan,2006,Drama,11625,7.2
Japan,"Sono otoko, kyôbô ni tsuki",1989,Action,10288,7.2
Japan,Fainaru fantajî sebun adobento chirudoren,2005,Animation,54642,7.2
UK,Dance of the Vampires,1967,Comedy,28913,7.2
Canada,Black Christmas,1974,Horror,31518,7.2
USA,"20,000 Leagues Under the Sea",1954,Adventure,28578,7.2
Ireland,The Siege of Jadotville,2016,Action,29979,7.2
Canada,The Changeling,1980,Horror,29161,7.2
USA,Saboteur,1942,Thriller,22699,7.2
USA,Them!,1954,Horror,19276,7.2
USA,The Misfits,1961,Drama,16852,7.2
USA,The Great Race,1965,Action,15792,7.2
Italy,L'uccello dalle piume di cristallo,1970,Horror,17499,7.2
UK,Help!,1965,Adventure,16962,7.2
USA,Guys and Dolls,1955,Comedy,15212,7.2
UK,Animal Farm,1954,Animation,15006,7.2
USA,Private Life,2018,Comedy,14608,7.2
USA,The Tale,2018,Drama,14541,7.2
Denmark,Nattevagten,1994,Horror,14869,7.2
USA,Gentleman's Agreement,1947,Drama,14511,7.2
Cambodia,First They Killed My Father,2017,Biography,14492,7.2
USA,The Sons of Katie Elder,1965,Western,14117,7.2
USA,The Driver,1978,Action,13796,7.2
USA,Gunfight at the O.K. Corral,1957,Biography,13635,7.2
Austria,Benny's Video,1992,Crime,13853,7.2
USA,Love in the Afternoon,1957,Comedy,13566,7.2
USA,McLintock!,1963,Comedy,12679,7.2
UK,The Ipcress File,1965,Thriller,13580,7.2
Italy,El Cid,1961,Biography,12552,7.2
Italy,La maschera del demonio,1960,Horror,13175,7.2
Japan,Kyûketsuki hantâ D,1985,Animation,12928,7.2
France,Week End,1967,Adventure,12854,7.2
USA,On the Beach,1959,Drama,11728,7.2
Canada,Polytechnique,2009,Crime,12670,7.2
USA,Two-Lane Blacktop,1971,Drama,11023,7.2
Italy,Teorema,1968,Drama,11741,7.2
USA,Big Jake,1971,Western,10996,7.2
France,La grande bouffe,1973,Comedy,11683,7.2
Hong Kong,Kuai can che,1984,Action,11564,7.2
Japan,Hôhokekyo tonari no Yamada-kun,1999,Animation,11319,7.2
USA,Paddleton,2019,Comedy,10186,7.2
USA,The Most Dangerous Game,1932,Action,10149,7.2
France,Le gendarme de Saint-Tropez,1964,Adventure,10923,7.2
USA,Father of the Bride,1950,Comedy,9786,7.2
USA,Cactus Flower,1969,Comedy,9450,7.2
USA,The Horse Soldiers,1959,Adventure,9277,7.2
India,Gadar: Ek Prem Katha,2001,Action,9784,7.2
France,L'aile ou la cuisse,1976,Comedy,9575,7.2
India,Shanghai,2012,Crime,9493,7.2
USA,Woman of the Year,1942,Comedy,8860,7.2
Italy,Nati con la camicia,1983,Action,8741,7.2
UK,Theater of Blood,1973,Comedy,9038,7.2
Italy,Non c'è due senza quattro,1984,Action,8961,7.2
USA,The Ballad of Cable Hogue,1970,Comedy,8393,7.2
