country,original_title,year,genre,avg_vote,votes,budget,worlwide_gross_income
USA,Hell Fest,2018,"Horror, Thriller",5.5,12863,5500000.0,18159691.0
"Germany, France, Italy",Soul Kitchen,2009,"Comedy, Drama",7.3,35738,4000000.0,18164139.0
USA,Sorry to Bother You,2018,"Comedy, Fantasy, Sci-Fi",6.9,57756,3200000.0,18170707.0
USA,The Case for Christ,2017,"Biography, Drama",6.3,7536,5000000.0,18175663.0
USA,My Boss's Daughter,2003,"Comedy, Romance",4.7,27949,14000000.0,18191005.0
USA,Antitrust,2001,"Action, Crime, Drama",6.1,28162,30000000.0,18195610.0
USA,Dead Men Don't Wear Plaid,1982,"Comedy, Crime, Mystery",6.9,20030,9000000.0,18196170.0
USA,Daddy Day Camp,2007,"Comedy, Family",3.1,15427,6000000.0,18197398.0
USA,The Visitor,2007,Drama,7.6,41195,4000000.0,18197518.0
USA,Sugar Hill,1993,"Crime, Drama, Thriller",5.9,4070,10000000.0,18225518.0
USA,Friends with Money,2006,"Comedy, Drama, Romance",5.7,26849,6500000.0,18245244.0
USA,Simon Birch,1998,"Comedy, Drama, Family",6.8,20300,30000000.0,18253415.0
USA,Crimes and Misdemeanors,1989,"Comedy, Drama",7.9,53574,19000000.0,18254702.0
Netherlands,New Kids Turbo,2010,"Action, Comedy",6.4,14706,1500000.0,18261046.0
"USA, Sweden",Chappaquiddick,2017,"Drama, History, Thriller",6.5,11518,13000000.0,18263470.0
USA,Love Affair,1994,"Comedy, Drama, Romance",6.0,4349,60000000.0,18272894.0
"UK, USA, Netherlands",Posse,1993,Western,5.5,3905,10000000.0,18289763.0
"New Zealand, Japan, USA",The World's Fastest Indian,2005,"Biography, Drama, Sport",7.8,51228,25000000.0,18297690.0
"Sweden, Denmark",Så som i himmelen,2004,"Comedy, Drama, Music",7.5,16017,25000000.0,18328469.0
"China, Hong Kong",Zhui bu,2017,"Action, Crime, Thriller",5.2,2614,30000000.0,18339343.0
USA,Sleeper,1973,"Comedy, Sci-Fi",7.2,39252,2000000.0,18344729.0
"France, Mexico, USA",Bandidas,2006,"Action, Comedy, Crime",5.7,33675,32000000.0,18381890.0
USA,Prophecy,1979,"Horror, Sci-Fi, Thriller",5.5,4315,12000000.0,18389402.0
USA,Loser,2000,"Comedy, Romance",5.3,26305,20000000.0,18404706.0
"USA, Canada",Repo Men,2010,"Action, Sci-Fi, Thriller",6.3,99553,32000000.0,18409891.0
Spain,Palmeras en la nieve,2015,"Drama, Romance",7.4,10087,10000000.0,18428235.0
USA,The Fabulous Baker Boys,1989,"Comedy, Drama, Music",6.8,21402,13000000.0,18428904.0
"USA, Italy",Ladyhawke,1985,"Adventure, Comedy, Drama",7.0,42539,20000000.0,18432000.0
USA,Motherless Brooklyn,2019,"Crime, Drama, Mystery",6.8,34759,26000000.0,18477736.0
USA,My Baby's Daddy,2004,Comedy,4.6,3460,12000000.0,18490423.0
"Russia, Bulgaria",Turetskiy gambit,2005,"Action, Drama, Mystery",7.0,4202,4000000.0,18520000.0
"USA, New Zealand",Black Christmas,2019,"Horror, Mystery, Thriller",3.2,8646,5000000.0,18529730.0
"UK, France, USA",An Ideal Husband,1999,"Comedy, Romance",6.8,14996,14000000.0,18542974.0
"France, Belgium, Czech Republic",Les visiteurs: La révolution,2016,"Comedy, Fantasy",4.5,3432,25000000.0,18552314.0
"USA, Germany",The Thirteenth Floor,1999,"Mystery, Sci-Fi, Thriller",7.1,65720,16000000.0,18564088.0
USA,Flight of the Navigator,1986,"Adventure, Comedy, Family",6.9,43387,9000000.0,18564613.0
"UK, USA, Isle Of Man",Keeping Mum,2005,"Comedy, Crime",6.8,32631,169000.0,18586834.0
Italy,Ho voglia di te,2007,"Comedy, Drama, Romance",4.4,1360,4300000.0,18594142.0
"UK, Ireland, Canada, USA, India",The Turning,2020,"Drama, Horror, Mystery",3.8,7549,14000000.0,18596113.0
"UK, USA",Battle of the Sexes,2017,"Biography, Comedy, Drama",6.7,48640,25000000.0,18598607.0
USA,Fired Up!,2009,"Comedy, Sport",6.1,41679,20000000.0,18599102.0
USA,Alice Doesn't Live Here Anymore,1974,"Drama, Romance",7.3,20867,1800000.0,18600000.0
"UK, USA",De-Lovely,2004,"Biography, Drama, Music",6.6,10744,15000000.0,18611951.0
"Germany, USA",An Unfinished Life,2005,"Drama, Family, Romance",7.0,28550,30000000.0,18618284.0
USA,The Fan,1996,"Action, Drama, Sport",5.9,45455,55000000.0,18626419.0
USA,Geronimo: An American Legend,1993,"Drama, History, Western",6.5,8897,35000000.0,18635620.0
"Japan, USA",The Quick and the Dead,1995,"Action, Romance, Thriller",6.4,83553,32000000.0,18636537.0
USA,Admission,2013,"Comedy, Drama, Romance",5.7,33021,13000000.0,18637201.0
USA,Waiting...,2005,Comedy,6.8,87658,3000000.0,18637690.0
USA,The Drop,2014,"Crime, Drama, Thriller",7.1,139767,12600000.0,18658381.0
USA,Casualties of War,1989,"Crime, Drama, War",7.1,40250,22500000.0,18671317.0
"Japan, UK",Jûsan-nin no shikaku,2010,"Action, Adventure, Drama",7.6,60955,6000000.0,18689058.0
USA,Year of the Dragon,1985,"Action, Crime, Drama",6.9,13677,24000000.0,18707466.0
"USA, Australia",See No Evil,2006,"Action, Horror, Thriller",5.1,25484,8000000.0,18707966.0
USA,3000 Miles to Graceland,2001,"Action, Comedy, Crime",6.0,43235,62000000.0,18720175.0
"USA, UK, Canada",The Believers,1987,"Crime, Drama, Horror",6.1,6085,13000000.0,18753438.0
USA,Sex Drive,2008,"Comedy, Romance",6.5,82666,19000000.0,18755936.0
Japan,Suwingu gâruzu,2004,"Drama, Comedy, Music",7.5,3417,500000000.0,18758613.0
USA,Mortal Thoughts,1991,"Mystery, Thriller",5.7,8175,8000000.0,18784957.0
"Austria, Germany",Die Fälscher,2007,"Crime, Drama, History",7.6,42744,4200000.0,18814713.0
USA,Under the Rainbow,1981,Comedy,5.5,2519,20000000.0,18826490.0
Spain,[Rec]²,2009,"Action, Adventure, Fantasy",6.5,67629,5600000.0,18853164.0
USA,Above the Law,1988,"Action, Crime, Drama",6.0,28084,7500000.0,18869631.0
"Germany, Bahamas",Die Wilden Kerle 4,2007,"Comedy, Family, Sport",3.5,644,4800000.0,18873863.0
"Russia, Ukraine, Poland",Taras Bulba,2009,"Action, Drama, History",5.8,2749,25000000.0,18874808.0
"France, Italy",J'accuse,2019,"Drama, History, Thriller",7.2,9933,25300000.0,18876930.0
USA,Untamed Heart,1993,"Drama, Romance",6.8,12505,7500000.0,18898806.0
"UK, Germany, Luxembourg, USA, Canada",Feardotcom,2002,"Crime, Horror, Thriller",3.4,19671,40000000.0,18902015.0
"USA, Germany",The Curse of the Jade Scorpion,2001,"Comedy, Crime, Mystery",6.7,37285,33000000.0,18914307.0
"UK, USA",The Man Who Wasn't There,2001,"Crime, Drama",7.5,102236,20000000.0,18916623.0
Hong Kong,Sat luen gap yeung,2014,"Comedy, Drama",5.5,299,15000000.0,18936753.0
USA,Kazaam,1996,"Comedy, Family, Fantasy",3.0,22805,20000000.0,18937262.0
USA,Akeelah and the Bee,2006,"Drama, Family",7.3,18186,8000000.0,18948425.0
"Norway, Sweden, Denmark, Germany",Hodejegerne,2011,"Action, Crime, Thriller",7.5,95251,30300000.0,18962444.0
USA,The Octagon,1980,"Action, Drama, Romance",5.2,4852,4000000.0,18971000.0
South Korea,Ssang-hwa-jeom,2008,"Drama, History, Romance",7.1,3692,10000000.0,18980744.0
USA,Beneath the Planet of the Apes,1970,"Action, Adventure, Sci-Fi",6.1,41159,3000000.0,18999718.0
"USA, UK",A Mighty Heart,2007,"Biography, Drama, History",6.6,26637,16000000.0,19008745.0
France,Alad'2,2018,Comedy,3.4,782,17000000.0,19024452.0
USA,Mommie Dearest,1981,"Biography, Drama",6.7,14035,5000000.0,19032261.0
"Canada, USA",Johnny Mnemonic,1995,"Action, Drama, Sci-Fi",5.7,65230,26000000.0,19075720.0
"UK, Canada, USA",Shame,2011,Drama,7.2,180055,6500000.0,19123767.0
"USA, Germany",The Weather Man,2005,"Comedy, Drama",6.5,76767,22000000.0,19126398.0
USA,Blaze,1989,"Biography, Drama",6.0,3513,22000000.0,19131246.0
UK,How to Lose Friends & Alienate People,2008,"Biography, Comedy, Drama",6.4,67315,28000000.0,19152009.0
Brazil,Até que a Sorte nos Separe 2,2013,Comedy,4.9,1128,7000000.0,19164182.0
USA,Friday the 13th Part VII: The New Blood,1988,"Horror, Thriller",5.3,31461,2800000.0,19170001.0
Russia,Lyubov 2 Morkov,2008,"Comedy, Fantasy",4.8,600,3000000.0,19171562.0
"Spain, France, Italy, Argentina, Germany",Todos lo saben,2018,"Crime, Drama, Mystery",6.9,27671,10000000.0,19176163.0
USA,The Replacement Killers,1998,"Action, Crime, Thriller",6.2,26646,30000000.0,19204929.0
USA,Foxcatcher,2014,"Biography, Drama, Sport",7.0,132436,24000000.0,19206513.0
"USA, Germany",Half Past Dead,2002,"Action, Crime, Thriller",4.7,14455,13000000.0,19233280.0
"Italy, France, UK",Pinocchio,2019,"Drama, Fantasy",6.3,4026,14750000.0,19241464.0
South Korea,Geukbisusa,2015,"Crime, Drama",6.4,689,5500000000.0,19243890.0
USA,O,2001,"Drama, Romance, Thriller",6.1,19049,5000000.0,19260537.0
USA,The Lost City of Z,2016,"Biography, Drama, History",6.6,76112,30000000.0,19263938.0
USA,Best Defense,1984,"Comedy, War",3.8,5387,18000000.0,19265302.0
USA,Summer of Sam,1999,"Crime, Drama, Romance",6.7,35665,22000000.0,19288130.0
Germany,Rubbeldiekatz,2011,Comedy,5.7,3438,5000000.0,19302752.0
"Spain, France",Celda 211,2009,"Action, Adventure, Crime",7.6,62902,3500000.0,19305314.0
USA,Little Giants,1994,"Comedy, Family, Sport",6.4,25394,20000000.0,19306362.0
USA,Joe,1970,"Drama, Thriller",6.8,2731,106000.0,19319254.0
"Germany, Austria, France, Italy, Canada",Das weiße Band - Eine deutsche Kindergeschichte,2009,"Drama, History, Mystery",7.8,67362,18000000.0,19319671.0
"Germany, USA",Duplex,2003,Comedy,5.9,54657,40000000.0,19322135.0
USA,Rock Star,2001,"Drama, Music",6.3,40423,57000000.0,19334145.0
USA,Tuck Everlasting,2002,"Drama, Family, Fantasy",6.6,20831,15000000.0,19344615.0
"USA, China",The Edge of Seventeen,2016,"Comedy, Drama",7.3,100655,9000000.0,19370020.0
USA,Get Carter,2000,"Action, Crime, Drama",5.2,32142,63600000.0,19412993.0
South Korea,Mok-gyeok-ja,2018,Thriller,6.4,1224,7000000000.0,19424375.0
USA,House Party 2,1991,"Comedy, Drama, Music",5.3,5917,5000000.0,19438638.0
Spain,Buried,2010,"Drama, Mystery, Thriller",7.0,147314,3000000.0,19439764.0
USA,Doug's 1st Movie,1999,"Animation, Adventure, Comedy",5.0,2931,5000000.0,19440089.0
USA,House,1985,"Comedy, Fantasy, Horror",6.2,22614,3000000.0,19444631.0
Russia,Prityazhenie,2017,"Drama, Romance, Sci-Fi",5.6,10011,350000000.0,19454845.0
"USA, UK, India",Vanity Fair,2004,Drama,6.2,20889,23000000.0,19463185.0
"France, Belgium, Spain",La vie d'Adèle,2013,"Drama, Romance",7.7,135419,4000000.0,19465835.0
"Hong Kong, China, France, Italy, Germany",2046,2004,"Drama, Romance, Sci-Fi",7.4,49774,12000000.0,19470239.0
USA,Friday the 13th Part VI: Jason Lives,1986,"Horror, Thriller",6.0,37201,3000000.0,19472057.0
Russia,Kanikuly strogogo rezhima,2009,"Adventure, Comedy",6.3,2885,5000000.0,19487557.0
USA,Margin Call,2011,"Drama, Thriller",7.1,114272,3500000.0,19504039.0
USA,Hero,1992,"Comedy, Drama, Romance",6.5,20863,42000000.0,19507345.0
USA,View from the Top,2003,"Comedy, Romance",5.2,25227,30000000.0,19526014.0
"France, USA",Léon,1994,"Action, Crime, Drama",8.5,1007598,115000000.0,19552639.0
Ireland,The Guard,2011,"Comedy, Crime, Thriller",7.3,79213,6000000.0,19561904.0
USA,The Serpent and the Rainbow,1988,"Fantasy, Horror",6.5,21560,7000000.0,19595031.0
USA,The Astronaut's Wife,1999,"Drama, Sci-Fi, Thriller",5.4,52235,75000000.0,19598588.0
Indonesia,Warkop DKI Reborn: Jangkrik Boss Part 1,2016,"Adventure, Comedy",6.5,1049,20000000000.0,19608000.0
USA,8 Seconds,1994,"Biography, Drama, Sport",6.6,4757,7000000.0,19623396.0
USA,The Thing,1982,"Horror, Mystery, Sci-Fi",8.1,360147,15000000.0,19629760.0
"USA, Canada",Amelia,2009,"Adventure, Biography, Drama",5.8,11868,40000000.0,19643086.0
USA,Youth in Revolt,2009,"Comedy, Drama, Romance",6.4,71895,18000000.0,19651093.0
USA,Blackhat,2015,"Action, Crime, Thriller",5.4,51219,70000000.0,19652057.0
"Czech Republic, UK, France",Solomon Kane,2009,"Action, Adventure, Fantasy",6.1,68339,45000000.0,19652185.0
USA,Tucker: The Man and His Dream,1988,"Biography, Drama",6.9,16241,23000000.0,19652638.0
USA,Skin Deep,1989,"Comedy, Drama, Romance",6.2,3941,9000000.0,19674852.0
"India, USA",Brothers,2015,"Action, Drama, Sport",6.5,11436,10205000.0,19695610.0
USA,Wes Craven's New Nightmare,1994,"Fantasy, Horror, Mystery",6.4,49852,8000000.0,19721741.0
"UK, USA",Another Year,2010,"Comedy, Drama",7.3,27487,8000000.0,19722766.0
USA,Color of Night,1994,"Mystery, Romance, Thriller",5.2,22379,40000000.0,19726050.0
USA,The Principal,1987,"Action, Crime, Drama",6.3,8704,11000000.0,19734940.0
USA,It Comes at Night,2017,"Horror, Mystery",6.2,80976,5000000.0,19735344.0
USA,Young Sherlock Holmes,1985,"Adventure, Fantasy, Mystery",6.8,18801,18000000.0,19739575.0
USA,Gone Fishin',1997,"Comedy, Crime",4.9,9330,53000000.0,19745922.0
"UK, USA, Isle Of Man",Thomas and the Magic Railroad,2000,"Adventure, Comedy, Drama",4.1,3660,19000000.0,19748009.0
USA,Vampire in Brooklyn,1995,"Comedy, Fantasy, Horror",4.6,21153,20000000.0,19751736.0
USA,The Perfect Man,2005,"Comedy, Family, Romance",5.5,27925,10000000.0,19770475.0
USA,Summer Catch,2001,"Comedy, Drama, Romance",5.1,15006,34000000.0,19772447.0
"Spain, UK, Netherlands",Justin and the Knights of Valour,2013,"Animation, Adventure, Family",6.0,5576,24000000.0,19799759.0
"West Germany, USA",Cruising,1980,"Crime, Drama, Mystery",6.5,18376,11000000.0,19814523.0
"Brazil, Canada, Japan, UK, Italy",Blindness,2008,"Drama, Mystery, Sci-Fi",6.6,69432,25000000.0,19844979.0
India,Jaane Tu... Ya Jaane Na,2008,"Comedy, Drama, Romance",7.5,25051,100000000.0,19852786.0
USA,The Apostle,1997,Drama,7.2,13205,5000000.0,19868354.0
"USA, UK, Denmark, France, Japan, New Zealand, Germany, Australia",Hard Rain,1998,"Action, Crime, Drama",5.9,31649,70000000.0,19870567.0
USA,Fire in the Sky,1993,"Biography, Drama, Fantasy",6.6,21050,15000000.0,19885552.0
USA,Jane Austen's Mafia!,1998,"Comedy, Crime",5.7,14364,10000000.0,19889299.0
USA,Get Over It,2001,"Comedy, Romance",5.7,17747,22000000.0,19900366.0
USA,Nighthawks,1981,"Action, Crime, Thriller",6.4,17049,5000000.0,19905359.0
USA,Unfaithfully Yours,1984,"Comedy, Music, Romance",6.0,2425,12000000.0,19928200.0
USA,Crazy/Beautiful,2001,"Drama, Romance",6.5,23602,13000000.0,19937988.0
USA,Eyes of Laura Mars,1978,"Mystery, Thriller",6.2,8680,7000000.0,20000000.0
"USA, Canada",The Company You Keep,2012,"Drama, Thriller",6.4,31145,2000000.0,20014680.0
"USA, UK, France, Germany, Japan",The Bling Ring,2013,"Biography, Crime, Drama",5.6,82055,8000000.0,20045576.0
USA,Flipper,1996,"Adventure, Family",5.3,10022,25530000.0,20080020.0
"UK, Germany, USA",I Heart Huckabees,2004,Comedy,6.6,61729,20000000.0,20094909.0
"UK, France",Tess,1979,"Drama, Romance",7.3,14866,12000000.0,20101247.0
USA,Love and Death,1975,"Comedy, War",7.7,35239,3000000.0,20123742.0
"France, USA",Mulholland Dr.,2001,"Drama, Mystery, Thriller",8.0,312966,15000000.0,20129557.0
"Germany, USA",Serving Sara,2002,"Comedy, Romance",5.4,16560,29000000.0,20146150.0
"USA, UK",Juice,1992,"Action, Crime, Drama",7.1,23405,5000000.0,20146880.0
"USA, Germany",Ballistic: Ecks vs. Sever,2002,"Action, Crime, Mystery",3.7,19001,70000000.0,20154899.0
UK,Dracula,1979,"Drama, Horror, Romance",6.5,8869,12164000.0,20158970.0
USA,Critical Condition,1987,Comedy,5.4,2940,14000000.0,20240502.0
USA,Mobsters,1991,"Crime, Drama",6.0,8262,23000000.0,20246790.0
West Germany,Die unendliche Geschichte,1984,"Adventure, Drama, Family",7.4,129458,27000000.0,20251411.0
USA,Action Jackson,1988,"Action, Comedy, Crime",5.5,9888,7000000.0,20256975.0
USA,Labor Day,2013,"Drama, Romance, Thriller",6.9,41851,18000000.0,20275812.0
USA,The Cowboy Way,1994,"Action, Comedy, Crime",6.0,7646,35000000.0,20280016.0
USA,The People vs. Larry Flynt,1996,"Biography, Drama",7.3,86540,36000000.0,20300385.0
"Japan, USA",Vampires,1998,"Action, Horror, Thriller",6.2,51831,20000000.0,20308772.0
"USA, China, Canada, Australia",Brahms: The Boy II,2020,"Drama, Horror, Mystery",4.6,8755,10000000.0,20311536.0
USA,City Hall,1996,"Drama, Thriller",6.2,19327,40000000.0,20340204.0
"Poland, UK, France, Belgium",Zimna wojna,2018,"Drama, History, Music",7.6,45888,4300000.0,20343051.0
USA,Code of Silence,1985,"Action, Crime, Drama",6.1,6741,7000000.0,20345361.0
"France, USA",Showgirls,1995,Drama,4.9,61027,45000000.0,20350754.0
USA,The Glimmer Man,1996,"Action, Comedy, Crime",5.4,18516,45000000.0,20351264.0
"USA, India",The Namesake,2006,Drama,7.5,19079,9500000.0,20354321.0
USA,Sgt. Pepper's Lonely Hearts Club Band,1978,"Adventure, Comedy, Fantasy",4.2,5866,18000000.0,20378470.0
USA,Beerfest,2006,Comedy,6.3,63280,17500000.0,20387597.0
Australia,The Sapphires,2012,"Biography, Comedy, Drama",7.0,13017,10000000.0,20423628.0
"France, Italy",La cage aux folles,1978,Comedy,7.3,9616,7000000.0,20424259.0
USA,Duel in the Sun,1946,"Drama, Romance, Western",6.8,7858,8000000.0,20428771.0
"UK, USA",Top Secret!,1984,"Comedy, Music",7.2,58881,9000000.0,20458340.0
"USA, Spain",My Life in Ruins,2009,"Comedy, Romance",5.9,18167,17000000.0,20458873.0
"UK, USA",The Final Conflict,1981,Horror,5.6,18079,5000000.0,20471382.0
China,Cats and Peachtopia,2018,"Animation, Adventure, Comedy",4.8,775,75000000.0,20492363.0
"USA, Canada",Porky's Revenge,1985,Comedy,4.9,7622,9000000.0,20518905.0
USA,Country Strong,2010,"Drama, Music",6.3,17056,15000000.0,20529194.0
"USA, Hong Kong",The Man with the Iron Fists,2012,Action,5.4,59920,15000000.0,20546518.0
France,Micmacs à tire-larigot,2009,"Action, Comedy, Crime",7.2,28465,42000000.0,20550145.0
"UK, Germany, Russia",The Last Station,2009,"Biography, Drama, Romance",7.0,17585,18000000.0,20554320.0
"UK, USA",Child's Play 3,1991,"Horror, Thriller",5.1,35127,13000000.0,20560255.0
USA,The Great Gatsby,1974,"Drama, Romance",6.4,23109,6500000.0,20563273.0
USA,Walk Hard: The Dewey Cox Story,2007,"Comedy, Drama, Music",6.8,66276,35000000.0,20576198.0
USA,If Beale Street Could Talk,2018,"Drama, Romance",7.1,39478,12000000.0,20596567.0
USA,F/X,1986,"Action, Thriller",6.7,17214,10000000.0,20603715.0
"USA, Canada",A Christmas Story,1983,"Comedy, Family",7.9,127692,3300000.0,20618717.0
"Germany, UK, USA",Pandorum,2009,"Action, Horror, Mystery",6.7,141963,33000000.0,20648328.0
USA,Keanu,2016,"Action, Comedy, Crime",6.2,44843,15000000.0,20651333.0
Australia,The Man from Snowy River,1982,"Adventure, Drama, Romance",7.3,7816,3500000.0,20659423.0
"USA, China",The Photograph,2020,"Drama, Romance",5.9,2646,16000000.0,20690779.0
USA,Julia,1977,Drama,7.2,8497,7840000.0,20714400.0
USA,Bobby,2006,"Biography, Drama, History",7.0,40767,14000000.0,20718608.0
UK,Life of Brian,1979,Comedy,8.1,359295,4000000.0,20738770.0
USA,The Dead Zone,1983,"Drama, Horror, Sci-Fi",7.2,60037,10000000.0,20766616.0
"China, South Korea, Japan",Wang chao de nu ren: Yang Gui Fei,2015,"Drama, History, Romance",4.1,520,20000000.0,20778906.0
USA,Superfly,2018,"Action, Crime, Thriller",5.1,6015,16000000.0,20780685.0
USA,Best in Show,2000,Comedy,7.4,54465,10000000.0,20789556.0
Germany,Wickie auf großer Fahrt,2011,"Action, Adventure, Comedy",5.4,1150,11000000.0,20796153.0
Turkey,G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",8.0,55131,5000000.0,20839049.0
USA,Jason's Lyric,1994,"Crime, Drama, Romance",6.6,3575,7000000.0,20851521.0
"USA, Japan",Mr. Baseball,1992,"Comedy, Romance, Sport",6.0,9929,40000000.0,20883046.0
Thailand,Pee Mak Phrakanong,2013,"Comedy, Horror, Romance",7.3,4583,65000000.0,20896252.0
"USA, Germany",The Devil's Rejects,2005,Horror,6.8,91542,7000000.0,20901859.0
Mexico,Amores perros,2000,"Drama, Thriller",8.1,219283,2000000.0,20908467.0
"UK, USA, Japan, France",Super Mario Bros.,1993,"Adventure, Comedy, Family",4.1,47890,48000000.0,20915465.0
"Spain, France",El Niño,2014,"Action, Adventure, Crime",6.4,5591,6000000.0,20918976.0
Italy,La migliore offerta,2013,"Crime, Drama, Mystery",7.8,105205,13500000.0,20919703.0
USA,The Apple Dumpling Gang Rides Again,1979,"Comedy, Family, Western",6.2,2403,5450000.0,20931111.0
Ireland,Once,2007,"Drama, Music, Romance",7.8,109134,150000.0,20936722.0
USA,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,"Comedy, Crime",6.6,47100,3800000.0,20949601.0
"Canada, France",La guerre du feu,1981,"Adventure, Drama, History",7.3,20338,12500000.0,20962615.0
South Korea,Pohwasogeuro,2010,"Action, Drama, War",7.3,4991,10000000.0,20967660.0
UK,The Man with the Golden Gun,1974,"Action, Adventure, Thriller",6.8,93331,7000000.0,20972000.0
Russia,Chyornaya Molniya,2009,"Action, Sci-Fi, Thriller",5.7,4535,15000000.0,20984902.0
"USA, Greece",Before Midnight,2013,"Drama, Romance",7.9,136602,3000000.0,20994648.0
"UK, USA",The Infiltrator,2016,"Biography, Crime, Drama",7.0,66407,28000000.0,21011110.0
USA,The Air Up There,1994,"Comedy, Family, Sport",5.5,8308,17080000.0,21011318.0
USA,Christine,1983,"Horror, Thriller",6.7,69722,9700000.0,21017849.0
USA,Unhinged,2020,"Action, Thriller",6.2,4720,33000000.0,21025406.0
"France, Belgium",Yves Saint Laurent,2014,"Biography, Drama",6.3,11018,12000000.0,21026290.0
USA,Creepshow,1982,"Comedy, Fantasy, Horror",6.9,41102,8000000.0,21028755.0
UK,A Room with a View,1985,"Drama, Romance",7.3,38619,3000000.0,21040317.0
USA,Punchline,1988,"Comedy, Drama, Romance",5.9,7878,15000000.0,21042667.0
USA,The Wiz,1978,"Adventure, Family, Fantasy",5.4,13517,24000000.0,21049053.0
